id,prob
366,0.131743379
367,0.047438855
368,NA
369,0.040548489
370,NA
371,0.083191911
372,0.064036154
373,0.087856191
374,0.072325865
375,0.059124633
376,0.079167125
377,NA
378,0.062271557
379,0.074684272
380,0.054503843
381,0.084096764
382,0.048055986
383,0.158861303
384,0.063989617
385,0.092089116
386,NA
387,0.038630043
388,0.048510949
389,0.106185884
390,0.03815702
391,0.005173163
392,NA
393,0.037523897
394,0.042126041
395,0.022853137
396,0.049416567
397,0.017605897
398,0.048435361
399,0.06511714
400,0.071492474
401,0.058329063
402,NA
403,NA
404,NA
405,0.067696856
406,0.03430294
407,0.085981326
408,0.04348107
409,0.058130275
410,0.037496279
411,0.13415411
412,0.217239614
413,NA
414,0.07737233
415,NA
416,0.034005741
417,0.039518865
418,0.020148161
419,0.111432905
420,0.031150055
421,0.041127446
422,0.055579437
423,0.050189782
424,NA
425,NA
426,0.059294139
427,0.078427532
428,0.047065454
429,0.039768036
430,NA
431,0.119628365
432,0.08722061
433,0.064445909
434,0.085553403
435,0.020163209
436,0.073630924
437,0.070554198
438,0.064675805
439,NA
440,0.045514513
441,0.113392359
442,0.036992557
443,0.166174369
444,0.103723336
445,0.036357233
446,NA
447,0.081973107
448,0.087651372
449,0.029725329
450,0.035072081
451,0.010484669
452,0.223473861
453,NA
454,NA
455,0.013480431
456,0.047539449
457,0.086965236
458,0.065002199
459,0.04734816
460,0.08513901
461,0.031493878
462,0.075670092
463,0.020918152
464,0.099784513
465,0.067611765
466,0.031723351
467,0.075264541
468,0.031259074
469,0.041956996
470,0.06438276
471,NA
472,0.079360002
473,0.087283075
474,NA
475,0.041219639
476,0.095635442
477,0.091982897
478,0.096423573
479,0.044114498
480,0.03578073
481,0.069244747
482,0.069309289
483,0.034512305
484,0.11671006
485,NA
486,0.056835404
487,NA
488,0.066079289
489,0.093203875
490,NA
491,0.030582678
492,0.075902514
493,0.064737909
494,0.059932451
495,0.054090222
496,0.033588105
497,NA
498,0.061800203
499,0.087721888
500,NA
501,NA
502,NA
503,0.082559158
504,0.112192471
505,NA
506,0.096331654
507,0.028903214
508,0.035552352
509,0.030543059
510,NA
511,NA
512,0.064509357
513,0.038233061
514,0.055316259
515,0.05832049
516,0.115027687
517,0.079027479
518,0.068352769
519,0.276807084
520,0.04760063
521,NA
522,0.075178227
523,NA
524,0.062650218
525,0.060773036
526,0.087911172
527,0.049039638
528,0.052786955
529,0.030258035
530,NA
531,0.053081886
532,NA
533,0.087860329
534,0.053493552
535,0.031356303
536,0.054712677
537,NA
538,0.080762058
539,NA
540,NA
541,0.068701366
542,NA
543,NA
544,0.026112739
545,NA
546,0.190421201
547,0.064785727
548,0.031834249
549,0.037473281
550,0.026850515
551,0.022655585
552,0.028780983
553,0.036963519
554,0.023903629
555,0.05295624
556,0.01818201
557,NA
558,0.033819037
559,0.10554295
560,0.033709771
561,0.10979658
562,0.066774325
563,0.072923245
564,0.052029366
565,0.334032127
566,0.032278219
567,0.041372616
568,0.036180896
569,NA
570,0.029121232
571,0.079316607
572,0.065413111
573,0.032260387
574,0.030384605
575,0.04273325
576,NA
577,0.03288648
578,0.056697546
579,0.065760594
580,0.082896214
581,NA
582,0.099059452
583,0.024600248
584,NA
585,NA
586,NA
587,0.069282584
588,0.023484235
589,0.045094042
590,0.037704009
591,0.036179057
592,0.039472468
593,0.044711077
594,0.074837586
595,0.021936111
596,NA
597,0.085853699
598,0.050644953
599,0.081684074
600,NA
601,0.09060603
602,0.090192722
603,0.060555031
604,0.026757559
605,0.0818762
606,NA
607,0.053922945
608,0.064987151
609,0.110836205
610,0.125957196
611,0.038456588
612,0.078820089
613,0.034301212
614,0.0590915
615,0.083051888
616,0.092951006
617,0.067581998
618,0.043654326
619,0.023630263
620,0.098403569
621,0.246233047
622,NA
623,0.040249886
624,0.042166202
625,NA
626,0.06766418
627,0.04061145
628,0.09835049
629,NA
630,NA
631,NA
632,0.026659971
633,0.06056236
634,0.24885478
635,0.032110541
636,0.08339998
637,0.358391524
638,0.080818658
639,0.057402834
640,0.026891202
641,0.116421776
642,NA
643,0.027737923
644,0.021666439
645,NA
646,0.041577889
647,0.165622708
648,0.034021462
649,0.023408554
650,NA
651,0.10981599
652,0.026697689
653,0.151846167
654,NA
655,0.230241299
656,0.074854456
657,NA
658,0.083666103
659,0.112473267
660,0.042449456
661,0.061613375
662,0.440116166
663,NA
664,0.073858609
665,0.061987239
666,0.028098171
667,0.024706864
668,0.045245556
669,0.057766127
670,0.082312391
671,0.107739954
672,0.061729329
673,0.436153023
674,0.080069283
675,0.067367269
676,0.082860246
677,NA
678,0.040088642
679,0.070696028
680,NA
681,0.065203607
682,0.033547612
683,0.084102231
684,0.036957526
685,0.518052114
686,NA
687,0.119620253
688,NA
689,NA
690,0.057892881
691,0.074660718
692,0.038496383
693,0.169543779
694,0.028991489
695,0.02851862
696,0.076918128
697,0.041463789
698,0.071523653
699,0.095368632
700,0.097719495
701,NA
702,0.025568451
703,NA
704,0.068551823
705,0.061713176
706,0.075008961
707,0.099227872
708,0.037613015
709,0.028244964
710,0.049482352
711,0.070618972
712,0.035047751
713,0.118265783
714,0.063408148
715,NA
716,0.062027245
717,0.164138603
718,0.033475811
719,0.059521704
720,0.070806614
721,0.032257138
722,0.029145926
723,0.033587136
724,NA
725,NA
726,NA
727,NA
728,0.19659444
729,0.057592131
730,0.048875124
731,0.039313096
732,0.025365507
733,0.022329304
734,0.076742863
735,0.051130834
736,NA
737,0.053250293
738,0.043923725
739,NA
740,0.041749046
741,NA
742,NA
743,0.038913864
744,0.064337789
745,0.054296375
746,0.026984814
747,0.055144423
748,0.061383931
749,NA
750,0.091379095
751,NA
752,0.057148747
753,0.031120969
754,0.048427792
755,NA
756,0.185498397
757,0.031250947
758,0.053580631
759,0.029571134
760,NA
761,0.004485457
762,0.045598124
763,NA
764,0.030356302
765,0.041608853
766,NA
767,NA
768,0.029863656
769,0.020445838
770,0.0815696
771,0.038924809
772,0.049205522
773,0.03747001
774,0.029631873
775,NA
776,0.058031768
777,0.135699927
778,0.047452977
779,0.046718223
780,0.061332866
781,NA
782,0.065993953
783,0.039113882
784,0.173912998
785,NA
786,0.086587284
787,NA
788,0.05235279
789,NA
790,NA
791,0.030892733
792,0.041829291
793,NA
794,NA
795,0.031599198
796,0.032317014
797,0.048560161
798,0.045988994
799,0.048958462
800,0.176702456
801,NA
802,0.070360469
803,0.099405181
804,0.02143042
805,0.049215018
806,0.047381489
807,0.008946167
808,0.06146395
809,NA
810,NA
811,0.138851456
812,0.069965192
813,0.046142557
814,0.068441965
815,0.07936432
816,0.070146447
817,0.119671073
818,NA
819,0.438113841
820,0.03170935
821,NA
822,0.060406234
823,0.048338682
824,0.042123885
825,0.089737177
826,NA
827,0.034114445
828,0.119620272
829,0.095699411
830,0.026378059
831,0.037125657
832,0.089640187
833,0.093399551
834,0.026963021
835,0.039260138
836,0.097575885
837,NA
838,0.056922018
839,NA
840,0.089865264
841,NA
842,0.063793452
843,0.059237482
844,0.110028783
845,0.046826455
846,0.053950569
847,0.076657682
848,0.033158436
849,0.031650025
850,0.035388336
851,0.068042958
852,0.064963627
853,0.166728123
854,NA
855,0.066806846
856,0.020330329
857,0.019313761
858,NA
859,NA
860,NA
861,0.061511433
862,0.104246254
863,0.047401244
864,0.057089586
865,0.09467561
866,0.043174901
867,NA
868,NA
869,0.07509336
870,NA
871,0.098479665
872,0.086650372
873,0.026643732
874,NA
875,0.056617367
876,NA
877,0.030180392
878,0.000654461
879,0.06360789
880,0.046004337
881,0.030877512
882,0.055170644
883,0.075277326
884,0.040846744
885,NA
886,0.188611239
887,0.033797096
888,0.046136165
889,0.024315575
890,0.091498892
891,0.215489798
892,NA
893,0.028002734
894,NA
895,0.056510792
896,0.078449546
897,0.082498811
898,0.071664411
899,0.084703842
900,0.039525495
901,0.042028186
902,0.156548394
903,0.099144398
904,0.04301457
905,0.048843913
906,NA
907,0.018433041
908,0.051691692
909,0.040312424
910,NA
911,0.064403395
912,0.06110954
913,0.040864759
914,0.054249947
915,0.058886555
916,0.052830089
917,0.024579792
918,0.019115124
919,NA
920,0.021023787
921,0.096600409
922,0.035308689
923,NA
924,0.09725131
925,0.03631889
926,0.028390341
927,0.070191062
928,0.047143695
929,0.097077775
930,NA
931,0.050581996
932,0.084119374
933,0.055063469
934,NA
935,0.073724053
936,NA
937,0.046016011
938,NA
939,0.19697151
940,0.066479425
941,0.067930259
942,0.075749807
943,0.035125302
944,NA
945,0.05066178
946,NA
947,0.080478041
948,0.046345571
949,0.038960191
950,NA
951,0.072728536
952,0.133934743
953,0.054957395
954,0.051497924
955,0.04841582
956,0.137278225
957,0.016063486
958,0.118351355
959,0.082356806
960,NA
961,0.044664849
962,0.074245867
963,0.051461237
964,0.036956743
965,0.073301537
966,0.05239741
967,0.114640657
968,0.055292081
969,NA
970,0.034365814
971,0.042051137
972,0.079806707
973,0.026757638
974,NA
975,0.082996151
976,0.019331722
977,0.208666275
978,0.043842796
979,0.042426256
980,0.091134307
981,0.029331126
982,0.055372457
983,0.063606992
984,0.077890095
985,0.220666187
986,0.100560308
987,0.120639866
988,0.027941525
989,0.077919714
990,NA
991,0.036511097
992,0.04211713
993,NA
994,0.092551671
995,NA
996,0.037826789
997,NA
998,0.058222008
999,0.042219736
1000,0.138280858
1001,NA
1002,NA
1003,0.117091328
1004,0.063282511
1005,NA
1006,0.046037028
1007,0.022216212
1008,0.026620051
1009,0.107052996
1010,0.039897192
1011,0.098933921
1012,0.036825634
1013,0.094436997
1014,0.044186991
1015,0.10821939
1016,NA
1017,0.048002892
1018,0.075942006
1019,0.048405014
1020,0.028738245
1021,0.034188907
1022,0.054245992
1023,0.055674867
1024,0.034351883
1025,0.085037098
1026,0.07336203
1027,0.109078995
1028,NA
1029,0.061225026
1030,0.099701896
1031,0.060357607
1032,0.087276582
1033,0.088881181
1034,0.03567285
1035,NA
1036,NA
1037,0.02344929
1038,0.044983632
1039,0.054627973
1040,0.04424809
1041,NA
1042,0.077444312
1043,0.109631962
1044,0.078918063
1045,0.196836931
1046,NA
1047,0.065026398
1048,0.015965169
1049,0.049915167
1050,0.009788908
1051,0.046646389
1052,NA
1053,NA
1054,0.097641286
1055,0.044673475
1056,0.030144771
1057,0.040526809
1058,0.081386065
1059,0.034968374
1060,0.09612374
1061,0.044922367
1062,0.034604049
1063,NA
1064,0.026044922
1065,NA
1066,0.075521851
1067,0.059574477
1068,0.121376577
1069,0.102694543
1070,NA
1071,0.040289436
1072,0.053332932
1073,0.027776389
1074,0.068283353
1075,0.047511153
1076,0.108528563
1077,0.047717912
1078,0.055389284
1079,NA
1080,0.088961565
1081,0.030646772
1082,0.087553603
1083,0.033347932
1084,0.077527599
1085,NA
1086,0.046276898
1087,0.060380856
1088,NA
1089,0.100908812
1090,0.144171722
1091,NA
1092,0.023170596
1093,0.063894999
1094,0.038217299
1095,0.060700269
1096,NA
1097,0.030497942
1098,NA
1099,0.017839914
1100,0.070376249
1101,0.119236952
1102,0.071068402
1103,0.081211489
1104,NA
1105,0.020787002
1106,0.032259461
1107,0.048002806
1108,0.091555789
1109,0.08011927
1110,0.038116756
1111,0.049461615
1112,0.066576765
1113,0.040320225
1114,0.080370948
1115,0.099878888
1116,0.062229625
1117,0.018089863
1118,0.079954278
1119,0.038863864
1120,0.132684539
1121,0.186078742
1122,NA
1123,0.044853772
1124,0.083868345
1125,0.075323442
1126,0.320319656
1127,0.019735495
1128,0.02150877
1129,0.050159036
1130,NA
1131,0.066128508
1132,0.060960465
1133,0.093235872
1134,0.047914666
1135,0.089758192
1136,0.025109369
1137,NA
1138,0.020743626
1139,NA
1140,0.03347993
1141,0.063974639
1142,0.028887785
1143,NA
1144,0.049238597
1145,0.050388578
1146,0.029257855
1147,0.11191094
1148,NA
1149,0.12159348
1150,0.045837821
1151,0.074728233
1152,0.322821125
1153,0.044133228
1154,0.051260984
1155,0.062298265
1156,0.066971409
1157,0.04201479
1158,0.08267796
1159,0.051742918
1160,NA
1161,0.039055195
1162,0.065787291
1163,0.040317826
1164,0.07465055
1165,0.055825006
1166,0.041327664
1167,0.166355555
1168,0.101834752
1169,0.030504528
1170,0.08924244
1171,0.058941545
1172,0.119015221
1173,0.026807018
1174,0.033924762
1175,0.022301245
1176,0.12644293
1177,0.056186007
1178,0.062441151
1179,0.070383121
1180,0.071342459
1181,0.064722927
1182,0.061667257
1183,0.041447701
1184,NA
1185,0.099065265
1186,NA
1187,NA
1188,0.071038636
1189,0.22840089
1190,0.068907246
1191,NA
1192,0.042776266
1193,0.054133967
1194,0.08264799
1195,0.306448741
1196,0.039461469
1197,0.028130616
1198,NA
1199,0.076930469
1200,0.077349254
1201,NA
1202,0.026631922
1203,0.057353378
1204,0.072369708
1205,0.032603874
1206,NA
1207,NA
1208,0.067813862
1209,0.056332668
1210,0.035488268
1211,0.039414999
1212,0.106848638
1213,0.066299028
1214,0.074023201
1215,0.066764331
1216,0.036934124
1217,NA
1218,0.049888265
1219,0.060779086
1220,0.07195217
1221,NA
1222,0.033249371
1223,0.089401126
1224,0.032059998
1225,0.055463337
1226,0.027512779
1227,NA
1228,0.061793265
1229,0.048436966
1230,0.075691745
1231,0.081433143
1232,0.062439336
1233,NA
1234,0.006877368
1235,NA
1236,0.151042003
1237,0.041021657
1238,0.071816189
1239,0.091000901
1240,0.031594841
1241,0.055018318
1242,0.017217709
1243,0.025557587
1244,0.11464842
1245,0.042740861
1246,NA
1247,0.036912469
1248,0.044082957
1249,0.066345092
1250,0.06042761
1251,0.05065496
1252,0.065921439
1253,NA
1254,0.106718859
1255,0.03382523
1256,0.224293863
1257,0.160402732
1258,0.076290826
1259,0.090120436
1260,0.048614684
1261,NA
1262,0.110690338
1263,0.048922715
1264,0.030887181
1265,0.085342241
1266,0.095293107
1267,0.036690632
1268,0.074618541
1269,0.05298756
1270,0.044958308
1271,0.044170096
1272,0.049621347
1273,0.038543741
1274,0.069381194
1275,0.030586158
1276,0.026249754
1277,0.052802392
1278,0.093283076
1279,0.199447729
1280,NA
1281,0.052617629
1282,NA
1283,0.017340362
1284,0.038796435
1285,0.067338478
1286,0.088085541
1287,0.107715171
1288,0.047808825
1289,0.054455034
1290,0.02444992
1291,0.029720105
1292,0.033523773
1293,0.029239144
1294,NA
1295,0.025901823
1296,0.058429073
1297,0.023081976
1298,0.017465195
1299,0.038652248
1300,0.066865994
1301,0.027488561
1302,NA
1303,0.053888315
1304,0.325614285
1305,0.056359329
1306,0.053817463
1307,0.057166099
1308,NA
1309,0.764581829
1310,0.052512496
1311,0.030217548
1312,0.085471685
1313,0.035915874
1314,NA
1315,0.070239729
1316,NA
1317,0.037602147
1318,0.05405776
1319,0.07093882
1320,0.190580903
1321,0.034127069
1322,NA
1323,0.116388546
1324,0.067956278
1325,NA
1326,NA
1327,NA
1328,0.038517805
1329,0.078570252
1330,0.057598712
1331,0.04941418
1332,0.052332193
1333,0.051431768
1334,0.084840175
1335,0.049343177
1336,0.097414536
1337,NA
1338,0.017322177
1339,0.074230506
1340,0.113534604
1341,0.057065718
1342,0.030787524
1343,0.064639298
1344,0.023264477
1345,0.072970454
1346,0.04315627
1347,NA
1348,0.045842026
1349,NA
1350,0.099470672
1351,0.04132688
1352,0.048243813
1353,NA
1354,0.061218195
1355,0.022298353
1356,0.058749847
1357,0.034850562
1358,0.070270974
1359,0.085845306
1360,0.048478883
1361,NA
1362,NA
1363,0.077112227
1364,0.085590769
1365,NA
1366,0.043973947
1367,NA
1368,0.0997297
1369,NA
1370,0.030077442
1371,0.03911201
1372,0.049370396
1373,NA
1374,NA
1375,0.084150061
1376,NA
1377,0.023525805
1378,0.317586343
1379,0.067145299
1380,0.114372017
1381,0.050733682
1382,0.092709695
1383,0.042870634
1384,0.079581651
1385,0.068852072
1386,0.300112841
1387,0.046992826
1388,0.090169592
1389,NA
1390,0.048678021
1391,0.093962731
1392,NA
1393,0.128662386
1394,0.048431355
1395,0.070261834
1396,0.040711406
1397,0.063991458
1398,0.078403146
1399,0.369235389
1400,0.089724689
1401,0.039412782
1402,0.073676195
1403,0.071598597
1404,0.032237351
1405,0.035588085
1406,0.083608386
1407,0.081322353
1408,NA
1409,0.118838669
1410,NA
1411,0.042565001
1412,0.05885921
1413,NA
1414,0.233373011
1415,0.015865084
1416,0.102508765
1417,NA
1418,0.081796941
1419,0.044806326
1420,0.044087042
1421,NA
1422,0.121927009
1423,0.175915734
1424,0.06699801
1425,NA
1426,0.02671419
1427,0.063095357
1428,0.067758723
1429,0.071008869
1430,0.033331121
1431,0.07832221
1432,0.035188615
1433,0.036268238
1434,0.103626732
1435,NA
1436,0.126281591
1437,NA
1438,0.044816868
1439,0.080174571
1440,0.039986044
1441,0.07286218
1442,NA
1443,0.033740674
1444,NA
1445,0.044697376
1446,0.022049088
1447,NA
1448,0.029636895
1449,0.046854023
1450,0.093584319
1451,NA
1452,0.042197639
1453,0.068156853
1454,0.427171603
1455,0.02530779
1456,0.141989129
1457,0.082678286
1458,0.04728406
1459,0.114403248
1460,0.094865717
1461,0.032348953
1462,0.033089323
1463,0.037959342
1464,0.050954642
1465,0.104534178
1466,0.027213802
1467,NA
1468,0.040710742
1469,0.263640569
1470,0.084667104
1471,0.037967155
1472,0.05417464
1473,NA
1474,0.051641064
1475,0.024441605
1476,0.130117776
1477,0.098549844
1478,NA
1479,0.086508809
1480,0.107580427
1481,0.037561625
1482,0.123285884
1483,0.066772355
1484,NA
1485,0.063081332
1486,NA
1487,NA
1488,0.025402337
1489,NA
1490,NA
1491,0.078062927
1492,NA
1493,0.063311231
1494,NA
1495,0.383652
1496,0.056056896
1497,0.04112416
1498,0.096456245
1499,0.041946561
1500,0.067449513
1501,0.044459763
1502,0.022986311
1503,0.037408604
1504,0.098373002
1505,0.018542802
1506,0.040369135
1507,0.067988373
1508,0.086359813
1509,NA
1510,0.08007584
1511,0.086453149
1512,0.050557956
1513,0.073860104
1514,NA
1515,NA
1516,NA
1517,0.065857552
1518,0.08959018
1519,0.024868155
1520,NA
1521,0.068657484
1522,0.043715719
1523,NA
1524,0.048162158
1525,0.116005263
1526,0.070889948
1527,0.022782537
1528,0.164139615
1529,NA
1530,NA
1531,0.051505238
1532,0.091090715
1533,0.043506942
1534,0.111478161
1535,0.038094796
1536,0.115889902
1537,0.036635964
1538,NA
1539,0.075968219
1540,NA
1541,0.055965394
1542,0.05614321
1543,0.041172468
1544,0.125570882
1545,NA
1546,0.017038865
1547,0.050702601
1548,0.108086752
1549,NA
1550,NA
1551,NA
1552,0.068327506
1553,0.216326285
1554,NA
1555,0.033718335
1556,0.053884898
1557,NA
1558,0.069481086
1559,0.027987025
1560,0.035596609
1561,0.075457147
1562,0.030020631
1563,0.478298438
1564,0.03765192
1565,0.125837549
1566,0.038292941
1567,0.111626123
1568,0.03215117
1569,0.02082663
1570,0.023630461
1571,0.038777854
1572,0.05936818
1573,NA
1574,0.039871557
1575,0.031162154
1576,0.063784033
1577,0.031640709
1578,0.063064747
1579,0.063312073
1580,0.084324615
1581,0.093039519
1582,0.028022603
1583,NA
1584,0.085653296
1585,NA
1586,0.108450414
1587,NA
1588,0.074434052
1589,0.094737071
1590,0.085177162
1591,0.045111401
1592,0.021955324
1593,0.037078779
1594,NA
1595,NA
1596,0.109647088
1597,NA
1598,NA
1599,0.025075627
1600,NA
1601,0.069500842
1602,0.613254888
1603,0.023197293
1604,0.080061752
1605,0.037209471
1606,NA
1607,0.034839941
1608,0.073558664
1609,0.705184548
1610,0.059734672
1611,0.061646797
1612,0.040922102
1613,0.047193386
1614,0.119589013
1615,NA
1616,NA
1617,0.025565385
1618,0.088059223
1619,0.060221938
1620,0.430112294
1621,0.07693063
1622,0.028182563
1623,0.106322694
1624,0.042016107
1625,0.048755515
1626,0.162046312
1627,NA
1628,0.020487087
1629,0.037421083
1630,0.067689664
1631,0.032494724
1632,0.028967991
1633,0.031191413
1634,0.109816501
1635,0.040113285
1636,NA
1637,NA
1638,0.073537317
1639,0.022789812
1640,NA
1641,0.165137223
1642,0.030856075
1643,0.050777068
1644,0.042978303
1645,0.036939747
1646,NA
1647,0.09730251
1648,NA
1649,NA
1650,0.087806184
1651,0.071630333
1652,0.027495515
1653,0.025916573
1654,0.069065769
1655,0.112010396
1656,0.046024357
1657,0.053787151
1658,0.051847919
1659,0.046030274
1660,NA
1661,0.069117807
1662,0.02325481
1663,0.095708362
1664,0.043190434
1665,0.033270744
1666,0.044848371
1667,0.030358999
1668,NA
1669,0.090314066
1670,0.034473613
1671,NA
1672,0.087964352
1673,0.074645498
1674,0.049064463
1675,0.069193151
1676,0.034622266
1677,0.086888287
1678,0.016145407
1679,0.105883929
1680,0.029223965
1681,0.05571716
1682,0.037383747
1683,NA
1684,0.197667104
1685,NA
1686,0.004960263
1687,0.056411132
1688,0.118838948
1689,0.115960577
1690,NA
1691,0.018480049
1692,NA
1693,0.096664523
1694,0.002009783
1695,0.027232365
1696,0.041809911
1697,0.13396551
1698,0.255933786
1699,0.043086951
1700,0.054005211
1701,0.034669338
1702,0.085863857
1703,0.043300954
1704,0.021766069
1705,0.001444069
1706,0.065872653
1707,NA
1708,0.019451629
1709,0.066826773
1710,NA
1711,0.167093721
1712,0.024424734
1713,0.057596689
1714,NA
1715,0.065691932
1716,0.069411089
1717,0.081665618
1718,NA
1719,0.099995279
1720,0.041850357
1721,0.030756675
1722,0.074171232
1723,0.077703808
1724,0.290865922
1725,0.095965666
1726,0.056289821
1727,0.078090667
1728,NA
1729,0.103483538
1730,0.060580175
1731,0.067674764
1732,0.064400417
1733,0.045991794
1734,0.081619971
1735,0.101192587
1736,0.145069611
1737,0.083504516
1738,0.052922878
1739,0.038793737
1740,0.017380611
1741,0.161810939
1742,0.039550823
1743,0.04516287
1744,0.132463412
1745,0.048177288
1746,0.026626582
1747,0.023099546
1748,0.041950844
1749,0.147898523
1750,0.092771826
1751,0.105532177
1752,0.114315265
1753,NA
1754,0.280748969
1755,0.0185738
1756,0.013790072
1757,0.066987376
1758,0.029577313
1759,0.026553165
1760,0.061307378
1761,0.085585622
1762,0.059082324
1763,0.050308982
1764,0.086672652
1765,0.06607984
1766,0.049249144
1767,NA
1768,0.028184405
1769,NA
1770,0.046937097
1771,0.052506744
1772,0.126058801
1773,0.049493345
1774,0.116541359
1775,0.069712307
1776,0.053262815
1777,0.02583253
1778,NA
1779,0.073876291
