id,Probabilities
251,0.001162654
252,0.003481245
253,0.002353709
254,0.000391323
255,0.002779003
256,0.001022094
257,0.003840566
258,0.003549477
259,0.003644946
260,0.003125702
261,0.002823888
262,0.002344047
263,0.002350485
264,0.004516181
265,0.003413792
266,0.005318295
267,0.003178815
268,0.00280055
269,0.002830228
270,0.001263882
271,0.002101711
272,0.002687135
273,0.000338132
274,0.004130058
275,0.001536818
276,0.003265913
277,0.004533672
278,0.003460924
279,0.001414426
280,0.000427133
281,0.00226949
282,0.00547028
283,0.001168343
284,0.003812011
285,0.001609906
286,0.001395781
287,0.003968739
288,0.001406377
289,0.002056345
290,0.001439223
291,0.003514802
292,0.00367123
293,0.000757138
294,0.00299582
295,0.000838327
296,0.000527614
297,0.006408351
298,0.000110274
299,0.004065137
300,0.001844499
301,0.003358951
302,0.005662273
303,0.003061358
304,0.002282455
305,0.002232811
306,0.000623042
307,0.001209948
308,0.00096479
309,0.001974554
310,0.004826627
311,0.003252286
312,0.004978604
313,0.002761806
314,0.001846823
315,0.003405993
316,0.001214836
317,0.004604351
318,0.005034039
319,0.002346079
320,0.003847867
321,0.004728509
322,0.000500835
323,0.001554404
324,0.001318512
325,0.00116335
326,0.00353905
327,0.003412459
328,0.001571732
329,0.005015245
330,0.005895634
331,0.000956547
332,0.00446839
333,0.002835754
334,0.013279616
335,0.006093064
336,0.001250261
337,0.00385183
338,0.001091971
339,0.001317135
340,0.001665317
341,0.005964804
342,0.000893219
343,0.002933493
344,0.001733165
345,0.000512922
346,0.003560589
347,0.000778249
348,0.000634752
349,0.005280174
350,0.000888028
351,0.001896185
352,0.004897719
353,0.004320749
354,0.003699435
355,0.001255023
356,0.005546029
357,0.002731897
358,0.00162308
359,0.001935708
360,0.001116847
361,0.004534646
362,0.001747103
363,0.000412855
364,0.001947088
365,0.001419497
366,0.005823678
367,0.003550443
368,0.001003372
369,0.00169288
370,0.003341568
371,0.003307221
372,0.477596082
373,0.002607566
374,0.003397718
375,0.002677938
376,0.004024033
377,0.001271167
378,0.153515437
379,0.041605675
380,0.002555661
381,0.989081526
382,0.002552608
383,0.005279475
384,0.002410075
385,0.005166596
386,0.003317333
387,0.001662075
388,0.005359412
389,0.006442127
390,0.005560837
391,0.001877472
392,0.002224837
393,0.001562871
394,0.001395803
395,0.000494243
396,0.002461009
397,0.000437813
398,0.001808305
399,0.003476408
400,0.005823497
401,0.003378625
402,0.000677592
403,0.000280213
404,0.000910025
405,0.002992677
406,0.00177978
407,0.003547933
408,0.002560123
409,0.003656948
410,0.001308548
411,0.004652375
412,0.005562693
413,0.002250905
414,0.003302069
415,0.000883683
416,0.943299774
417,0.00149216
418,0.000265696
419,0.002749321
420,0.001080807
421,0.003360919
422,0.003384533
423,0.004011097
424,0.002470083
425,0.001274029
426,0.011868932
427,0.004538922
428,0.003067209
429,0.000843222
430,0.003154782
431,0.005127516
432,0.003697283
433,0.002879099
434,0.004612266
435,0.000651599
436,0.003966308
437,0.006154115
438,0.003549067
439,0.000694885
440,0.001936562
441,0.004845996
442,0.001629966
443,0.007192948
444,0.009154933
445,0.001381995
446,0.000723958
447,0.006535596
448,0.00667502
449,0.001559967
450,0.001391271
451,0.000963534
452,0.007046254
453,0.002897329
454,0.001047231
455,0.00336951
456,0.001743573
457,0.005311758
458,0.002884093
459,0.003542826
460,0.005166632
461,0.000826068
462,0.005319244
463,0.000551896
464,0.003968737
465,0.003470738
466,0.001452639
467,0.00424261
468,0.001371397
469,0.001748228
470,0.003092612
471,0.000872987
472,0.00137091
473,0.005504086
474,0.000950578
475,0.004818157
476,0.004464617
477,0.003554899
478,0.004398217
479,0.004422245
480,0.001318524
481,0.003693418
482,0.002879011
483,0.001062895
484,0.002973117
485,0.004586255
486,0.002939998
487,0.007169839
488,0.01235872
489,0.005057758
490,0.002024771
491,0.000985306
492,0.004646789
493,0.003744267
494,0.004957477
495,0.002056364
496,0.001677064
497,0.000700529
498,0.003370842
499,0.003978808
500,0.002253414
501,0.004362895
502,0.013627303
503,0.002869176
504,0.003910298
505,0.000519112
506,0.002105795
507,0.00068367
508,0.001281955
509,0.000732484
510,0.001796063
511,0.001713521
512,0.005324446
513,0.001412489
514,0.002677399
515,0.003340922
516,0.004218651
517,0.00380087
518,0.003861248
519,0.004550951
520,0.005634288
521,0.001944276
522,0.004937925
523,0.000619295
524,0.002646125
525,0.002843541
526,0.004538812
527,0.003132367
528,0.002823918
529,0.001212017
530,0.001099738
531,0.002961447
532,0.001780393
533,0.003779668
534,0.000762252
535,0.001808282
536,0.00116647
537,0.002539528
538,0.00468635
539,0.002695813
540,0.005278845
541,0.004173827
542,0.001455416
543,0.001871468
544,0.001664484
545,0.006239793
546,0.005163091
547,0.003740673
548,0.000793541
549,0.001858768
550,0.002194165
551,0.000651552
552,0.001215913
553,0.004420897
554,0.002705418
555,0.002040812
556,0.000285252
557,0.003726386
558,0.001726044
559,0.006215808
560,0.001581063
561,0.006728857
562,0.004011186
563,0.002974677
564,0.003542873
565,0.005523562
566,0.001373742
567,0.002290222
568,0.00173203
569,0.004487005
570,0.00073249
571,0.006434833
572,0.004451526
573,0.001312423
574,0.001142526
575,0.001611679
576,0.001557617
577,0.001084035
578,0.003068992
579,0.003354073
580,0.003588406
581,1
582,0.007218891
583,0.002604105
584,0.003413962
585,0.001358841
586,0.000815221
587,0.005165068
588,0.000774424
589,0.001599665
590,0.001803715
591,0.00169286
592,0.001115839
593,0.003596766
594,0.004584665
595,1
596,0.006232852
597,0.006271879
598,0.002503536
599,0.004599561
600,0.002396732
601,0.005802922
602,0.005301093
603,0.005419559
604,0.000596056
605,0.00399836
606,0.000587635
607,0.003255524
608,0.001637269
609,0.003775463
610,0.002978269
611,0.001473598
612,0.000963763
613,0.000934298
614,0.002696174
615,0.006926433
616,0.004897618
617,0.003580047
618,0.003167634
619,0.000382506
620,0.001738707
621,0.009217168
622,0.002669963
623,0.006122511
624,0.001925287
625,0.000343186
626,0.004013837
627,0.001382912
628,0.004868195
629,0.001144552
630,0.003094177
631,0.003809993
632,0.000475582
633,0.008034306
634,0.005938858
635,0.001004306
636,0.004527806
637,0.007255499
638,0.00316564
639,0.004049296
640,0.000771675
641,0.00370855
642,0.001641196
643,0.000616654
644,0.000683669
645,0.002157619
646,0.00175698
647,0.003969558
648,0.001187565
649,0.000685939
650,0.005895634
651,0.004190671
652,0.001073916
653,0.004865711
654,0.00144814
655,0.003761443
656,0.004611486
657,0.002451096
658,0.006828601
659,0.003958974
660,0.003031435
661,0.002599694
662,0.007534098
663,0.000414816
664,0.002297193
665,0.00258703
666,0.002562891
667,0.002004748
668,0.0015282
669,0.002007293
670,0.003506647
671,0.005547649
672,0.003353107
673,0.010688284
674,0.004527642
675,0.003353179
676,0.004320008
677,0.001558049
678,0.009592102
679,0.002843737
680,0.000152118
681,0.00220946
682,0.000997267
683,0.003827983
684,0.000845349
685,0.007200043
686,0.005206657
687,0.006093037
688,0.002816841
689,0.004228186
690,0.004278373
691,0.006246949
692,0.001449367
693,0.005765373
694,0.001252879
695,0.00076525
696,0.004656605
697,0.002526489
698,0.005470379
699,0.006177555
700,0.003920273
701,0.006177807
702,0.000564016
703,0.002759357
704,0.003223998
705,0.004736611
706,0.00440745
707,0.006585643
708,0.001510378
709,0.000539561
710,0.002534114
711,0.003454332
712,0.033438613
713,0.006640188
714,0.004142463
715,0.004336432
716,0.002897095
717,0.006136544
718,0.005120376
719,0.004011196
720,0.003257642
721,0.001078402
722,0.001012495
723,0.00120206
724,0.000912918
725,0.001206391
726,0.002909213
727,0.001497323
728,0.003662878
729,0.003124915
730,0.003815875
731,0.001903742
732,0.000475582
733,0.001323407
734,0.006566238
735,0.00175815
736,0.000132361
737,0.001702567
738,0.001939878
739,0.002763726
740,0.00616004
741,0.000997054
742,0.007317367
743,0.002904476
744,0.002534068
745,0.002995927
746,0.000428085
747,0.002409235
748,0.002876976
749,0.005823674
750,0.004692314
751,0.001341411
752,0.003782035
753,0.00147983
754,0.005106751
755,0.001032352
756,0.003403986
757,0.003618445
758,0.001473598
759,0.001629132
760,0.001895045
761,0.005868733
762,0.003024448
763,0.0056715
764,0.001176937
765,0.001645519
766,0.003816389
767,0.001285974
768,0.000659519
769,0.004198773
770,0.00434682
771,0.002766292
772,0.003710728
773,0.001640515
774,0.00096715
775,0.000805835
776,0.003622642
777,0.003826791
778,0.002778994
779,0.002711834
780,0.002794109
781,0.001369114
782,0.005106842
783,0.001593203
784,0.223044845
785,0.000655836
786,0.004307017
787,0.001096552
788,0.004108116
789,0.001096707
790,0.001672704
791,0.002446658
792,0.00136429
793,0.001461589
794,0.005580723
795,0.001542816
796,0.001084458
797,0.002587019
798,0.007366055
799,0.005019099
800,0.002019395
801,0.000918509
802,0.003340634
803,0.004281402
804,0.000349977
805,0.001864211
806,0.001712487
807,0.001328537
808,0.004598259
809,0.001109636
810,0.001070046
811,0.022349131
812,0.00246428
813,0.002059162
814,0.002674082
815,0.00323468
816,0.003548771
817,0.003391369
818,0.004584161
819,0.010215559
820,0.002874112
821,0.000492755
822,0.003250088
823,0.002716454
824,0.002718831
825,0.003508956
826,0.002154485
827,0.003255597
828,0.003952637
829,0.007907339
830,0.001843673
831,0.001858768
832,0.004012865
833,0.003437878
834,0.001475464
835,0.002574058
836,0.003738905
837,0.000313618
838,0.001947965
839,0.001949315
840,0.003209046
841,0.001222556
842,0.002143778
843,0.004415297
844,0.00300104
845,0.003304067
846,0.006289441
847,0.004110521
848,0.001439223
849,0.001441218
850,0.003006643
851,0.002644918
852,0.003250054
853,0.00566502
854,0.003422201
855,0.003854334
856,0.001633899
857,0.000646657
858,0.002262922
859,0.002985887
860,0.007176883
861,0.002587027
862,0.003708521
863,0.000788915
864,0.001705592
865,0.003962195
866,0.003950511
867,0.001000086
868,0.000349982
869,0.013600207
870,0.001956698
871,0.003333026
872,0.004150583
873,0.000547932
874,0.003248227
875,0.002480814
876,0.000355432
877,0.000755629
878,0.00214512
879,0.004414587
880,0.001864256
881,0.001139743
882,0.003224001
883,0.004623267
884,0.001804444
885,0.001413249
886,0.003535354
887,0.000742935
888,0.0025298
889,0.000904295
890,0.004407989
891,0.004401794
892,0.001478437
893,0.000757734
894,0.002867933
895,0.001819199
896,0.003461716
897,0.005166543
898,0.003115737
899,0.00430688
900,0.003132321
901,0.002089119
902,0.004757471
903,0.042600088
904,0.001593195
905,0.002390323
906,0.000553782
907,0.000573641
908,0.002541491
909,0.001011108
910,0.003065694
911,0.002293989
912,0.002930016
913,0.001281949
914,0.002692302
915,0.003882889
916,0.002823269
917,0.000746274
918,0.000286921
919,0.000238254
920,0.000181418
921,0.00635884
922,0.001449322
923,0.00381377
924,0.004526625
925,0.00284265
926,0.005600945
927,0.003349113
928,0.00315128
929,0.005547673
930,0.000709514
931,0.003550813
932,0.00293775
933,0.00296093
934,0.003573858
935,0.003437996
936,0.004193934
937,0.005647192
938,0.000402125
939,0.005760662
940,0.003265976
941,0.004203045
942,0.004190712
943,0.004008518
944,0.001183759
945,0.002488614
946,0.003042628
947,0.003833695
948,0.001460876
949,0.000977951
950,0.006408059
951,0.003111192
952,0.004630559
953,0.004040876
954,0.002823972
955,0.002004696
956,0.006133737
957,0.002347185
958,0.006640188
959,0.004764148
960,0.000569582
961,0.002254592
962,0.00412305
963,0.003063764
964,0.001334941
965,0.004700014
966,0.002416343
967,0.004437943
968,0.002659947
969,0.001001231
970,0.002028754
971,0.002056359
972,0.004076513
973,0.000967151
974,0.004213387
975,0.004538831
976,0.00268574
977,0.007632328
978,0.001559985
979,0.001864212
980,0.003701035
981,0.000922199
982,0.002644336
983,0.003913956
984,0.003359471
985,0.004423074
986,0.006648303
987,0.005929216
988,0.000762348
989,0.006226803
990,0.001362239
991,0.001530255
992,0.001798065
993,0.002977412
994,0.003998573
995,0.004259487
996,0.007381785
997,0.004242614
998,0.003395282
999,0.001633894
1000,0.003523415
1001,0.001100702
1002,1
1003,0.004354743
1004,0.003105667
1005,0.001532854
1006,0.001925281
1007,0.001015264
1008,0.000522456
1009,0.00477154
1010,0.001157523
1011,0.002748297
1012,0.001379238
1013,0.007126571
1014,0.002300974
1015,0.004224483
1016,0.004149799
1017,0.002127581
1018,0.003111221
1019,0.002246067
1020,0.001113339
1021,0.003104413
1022,0.002555533
1023,0.002609715
1024,0.001798024
1025,0.009042537
1026,0.004598334
1027,0.0043297
1028,0.005232532
1029,0.003388526
1030,0.004324536
1031,0.003985666
1032,0.003252406
1033,0.00475639
1034,0.001466028
1035,0.001038451
1036,0.002936897
1037,0.000887799
1038,0.002259097
1039,0.003006627
1040,0.00213621
1041,0.000528836
1042,0.003968636
1043,0.0045205
1044,0.00413678
1045,0.003164386
1046,0.000996245
1047,0.005301093
1048,0.00441731
1049,0.002427495
1050,0.002862066
1051,0.001914184
1052,0.000230199
1053,0.00196597
1054,0.004897623
1055,0.001613627
1056,0.001842579
1057,0.004142388
1058,0.005645923
1059,0.000691911
1060,0.004801096
1061,0.001689876
1062,0.000997263
1063,0.000604939
1064,0.000738983
1065,0.000877124
1066,0.005100499
1067,0.001406349
1068,0.005002334
1069,0.004107296
1070,0.001086134
1071,0.001162645
1072,0.001162646
1073,0.001990138
1074,0.003036394
1075,0.001914201
1076,0.004925172
1077,0.002200258
1078,0.003040683
1079,0.002509445
1080,0.002612293
1081,0.00079951
1082,0.003302011
1083,0.001067783
1084,0.003500258
1085,0.001642744
1086,0.001962114
1087,0.004775826
1088,0.007465307
1089,0.004317927
1090,0.006845352
1091,0.001295539
1092,0.00068367
1093,0.005785393
1094,0.000874024
1095,0.00431065
1096,0.001513394
1097,0.001340441
1098,0.000743631
1099,0.00177576
1100,0.004222503
1101,0.008881129
1102,0.003288817
1103,0.004868288
1104,0.001485988
1105,0.006624145
1106,0.001214835
1107,0.002506483
1108,0.014840783
1109,0.003130442
1110,0.003378537
1111,0.002351423
1112,0.003036315
1113,0.002156282
1114,0.003802363
1115,0.004599642
1116,0.003095653
1117,0.001482943
1118,0.002878462
1119,0.002761806
1120,0.00679206
1121,0.004723254
1122,0.003533197
1123,0.042994153
1124,0.002752535
1125,0.005652721
1126,0.011923749
1127,0.000241666
1128,0.004173745
1129,0.001861163
1130,0.001037062
1131,0.003364363
1132,0.004638697
1133,0.015091954
1134,0.002974683
1135,0.00312705
1136,0.000688637
1137,0.002487128
1138,0.000388328
1139,0.000939962
1140,0.001167275
1141,0.00252981
1142,0.002653181
1143,0.000634755
1144,0.002143781
1145,0.002686907
1146,0.000735244
1147,0.00380961
1148,0.002987785
1149,0.005648136
1150,0.002294204
1151,0.004098775
1152,0.006743532
1153,0.001989351
1154,0.002443991
1155,0.002311799
1156,0.00373418
1157,0.002819096
1158,0.003645697
1159,0.004117833
1160,0.00241966
1161,0.001510377
1162,0.004039022
1163,0.001429754
1164,0.003854303
1165,0.002296472
1166,0.002315073
1167,0.005047559
1168,0.00586114
1169,0.001708121
1170,0.002276034
1171,0.00311565
1172,0.003910515
1173,0.001539233
1174,0.002306186
1175,0.002806622
1176,0.005074254
1177,0.002506497
1178,0.002628488
1179,0.003111242
1180,0.001896698
1181,0.0021195
1182,0.004207652
1183,0.003985723
1184,0.003583487
1185,0.003269184
1186,0.002810488
1187,0.000367039
1188,0.003380685
1189,0.003614686
1190,0.003664085
1191,0.002502024
1192,0.001432735
1193,0.004451555
1194,0.003929148
1195,0.013233921
1196,0.002101696
1197,0.165630241
1198,0.00196054
1199,0.002349387
1200,0.00381302
1201,0.001020496
1202,0.000564015
1203,0.002769658
1204,0.003333033
1205,0.001449325
1206,0.006427376
1207,0.001136071
1208,0.00544135
1209,0.002732324
1210,0.001062899
1211,0.001611703
1212,0.006667317
1213,0.00378615
1214,0.003992223
1215,0.003364494
1216,0.000877608
1217,0.000418765
1218,0.002506534
1219,0.002493748
1220,0.003645412
1221,0.001282755
1222,0.001803711
1223,0.00399833
1224,0.000878953
1225,0.004955911
1226,0.000554004
1227,0.00203574
1228,0.00337077
1229,0.001161911
1230,0.004560033
1231,0.003683127
1232,0.003165988
1233,0.000977097
1234,0.001084063
1235,0.001107709
1236,0.004117053
1237,0.001536838
1238,0.002992716
1239,0.006348153
1240,0.00113973
1241,0.002988708
1242,0.000488093
1243,0.000512915
1244,0.007176681
1245,0.999960843
1246,0.002171028
1247,0.001623478
1248,0.001645472
1249,0.00374298
1250,0.003588303
1251,0.001474561
1252,0.002904228
1253,0.004037232
1254,0.003339303
1255,0.001857795
1256,0.006187649
1257,0.001782393
1258,0.003493458
1259,0.004092306
1260,0.002879018
1261,0.001129096
1262,0.006685149
1263,0.001925283
1264,0.000586495
1265,0.003759051
1266,0.004102722
1267,0.002405527
1268,0.003395209
1269,0.002514591
1270,0.001733152
1271,0.002739301
1272,0.003193807
1273,0.001637217
1274,0.003493672
1275,0.002777325
1276,0.001136476
1277,0.001577116
1278,0.004756468
1279,0.00653757
1280,0.002834947
1281,0.002034957
1282,0.002298136
1283,0.002811834
1284,0.001846826
1285,0.002286802
1286,0.005630313
1287,0.002472011
1288,0.002299805
1289,0.003309782
1290,0.000857621
1291,0.005361344
1292,0.001501697
1293,0.000824049
1294,0.002227973
1295,0.000910049
1296,0.002810288
1297,0.000335335
1298,0.000454895
1299,0.001351428
1300,0.004656491
1301,0.001479831
1302,0.004265849
1303,0.002921404
1304,0.008593027
1305,0.002674062
1306,0.002238254
1307,0.002167138
1308,0.002689505
1309,1
1310,0.00289938
1311,0.000835231
1312,0.004844679
1313,0.001120918
1314,0.007465179
1315,0.002928723
1316,0.004076586
1317,0.002545484
1318,0.005108224
1319,0.004407221
1320,0.004707515
1321,0.001022693
1322,0.003284808
1323,0.00538743
1324,0.004937931
1325,0.000492844
1326,0.000590247
1327,0.003117775
1328,0.001864271
1329,0.002681113
1330,0.003155805
1331,0.002748381
1332,0.00211069
1333,0.002338478
1334,0.002350085
1335,0.002350446
1336,0.005482788
1337,0.001240852
1338,0.003495629
1339,0.003156092
1340,0.003804475
1341,0.007212572
1342,0.001594635
1343,0.003152815
1344,0.000337517
1345,0.005816395
1346,0.003105661
1347,0.001633886
1348,0.002455276
1349,0.001604976
1350,0.006226725
1351,0.001296263
1352,0.002437121
1353,0.001172812
1354,0.002119533
1355,0.000332365
1356,0.003863875
1357,0.000672716
1358,0.001732186
1359,0.003800882
1360,0.002004719
1361,0.00068788
1362,0.000437503
1363,0.0018327
1364,0.006285056
1365,0.001101719
1366,0.002779079
1367,0.001097946
1368,0.004623768
1369,0.007177263
1370,0.000721128
1371,0.002338684
1372,0.001743558
1373,0.006215741
1374,0.003247547
1375,0.003612152
1376,0.000536928
1377,0.000312265
1378,0.006641967
1379,0.003039926
1380,0.005830396
1381,0.002445072
1382,0.004596509
1383,0.0031283
1384,0.005328463
1385,0.004069444
1386,0.005727507
1387,0.003155712
1388,0.003553357
1389,0.002681256
1390,0.001804426
1391,0.005074162
1392,0.002738748
1393,0.004880937
1394,0.002644523
1395,0.003474583
1396,0.001212037
1397,0.003079637
1398,0.003913932
1399,0.007727222
1400,0.004785053
1401,0.00143957
1402,0.003654927
1403,0.002824042
1404,0.002612114
1405,0.001520253
1406,0.006246947
1407,0.00400306
1408,0.002015025
1409,0.003856165
1410,0.004656783
1411,0.000849065
1412,0.004784962
1413,0.001989241
1414,0.005984899
1415,0.001930514
1416,0.003290231
1417,0.002382266
1418,0.006384899
1419,0.001712541
1420,0.002338484
1421,0.002449576
1422,0.003403968
1423,0.003957289
1424,0.002645414
1425,0.00488562
1426,0.004920168
1427,0.002331168
1428,0.001761583
1429,0.003233446
1430,0.003710727
1431,0.003532897
1432,0.001327895
1433,0.00125438
1434,0.005289519
1435,0.000715369
1436,0.004115509
1437,0.00622739
1438,0.003128343
1439,0.004691051
1440,0.001439549
1441,0.004764144
1442,0.003864536
1443,0.003138142
1444,0.001773028
1445,0.002417359
1446,0.000323294
1447,0.005968355
1448,0.000886083
1449,0.003195374
1450,0.005767237
1451,0.002320711
1452,0.002007231
1453,0.004656498
1454,0.00691173
1455,0.002522868
1456,0.003502389
1457,0.004483468
1458,0.001321333
1459,0.004749126
1460,0.00219257
1461,0.006390437
1462,0.000947627
1463,0.001702597
1464,0.002914457
1465,0.005291091
1466,0.001674162
1467,0.155729791
1468,0.002526475
1469,0.005103653
1470,0.004533623
1471,0.001371396
1472,0.002351431
1473,0.000700563
1474,0.002214063
1475,0.000829774
1476,0.00483678
1477,0.002330471
1478,0.001293007
1479,0.003403492
1480,0.006691043
1481,0.002059859
1482,0.003744324
1483,0.00452572
1484,0.005146092
1485,0.004678216
1486,0.001635747
1487,0.001833366
1488,0.000612419
1489,0.001368322
1490,0.000496185
1491,0.004472057
1492,0.001675721
1493,0.004775726
1494,0.001826785
1495,0.028852501
1496,0.002908181
1497,0.001573996
1498,0.0038048
1499,0.004527923
1500,0.552888588
1501,0.001896188
1502,0.000448649
1503,0.001452635
1504,0.003848329
1505,0.000401085
1506,0.002036783
1507,0.00389724
1508,0.003431917
1509,0.000808162
1510,0.003426354
1511,0.004692266
1512,0.003710753
1513,0.496963884
1514,0.004956307
1515,0.002739252
1516,0.000528321
1517,0.003813025
1518,0.005425145
1519,0.001176935
1520,0.002567956
1521,0.003234668
1522,0.001511313
1523,0.002241545
1524,0.001012498
1525,0.004055539
1526,0.003461739
1527,0.055726327
1528,0.002890906
1529,0.00151392
1530,0.001562865
1531,0.00109761
1532,0.0032963
1533,0.002376266
1534,0.003429949
1535,0.001395773
1536,0.003925323
1537,0.001432735
1538,0.001655891
1539,0.004480214
1540,0.000559255
1541,0.002572995
1542,0.001854885
1543,0.002648955
1544,0.003373891
1545,0.001300231
1546,0.000264288
1547,0.002338475
1548,0.006239504
1549,0.002013629
1550,0.001281688
1551,0.00205987
1552,0.004020044
1553,0.006068882
1554,0.003650339
1555,0.00149171
1556,0.002021774
1557,0.002771256
1558,0.003195385
1559,0.001524184
1560,0.00194708
1561,0.004329594
1562,0.000612419
1563,0.011929664
1564,0.001747134
1565,0.001109804
1566,0.001739119
1567,0.004390287
1568,0.00156328
1569,0.00056868
1570,0.001031508
1571,0.001559937
1572,0.004452548
1573,0.001949447
1574,0.001260096
1575,0.000539564
1576,0.005165037
1577,0.002799376
1578,0.00246427
1579,0.002923492
1580,0.004764138
1581,0.190448775
1582,0.000761486
1583,0.005830617
1584,0.004237014
1585,0.001376574
1586,0.003031474
1587,0.002560194
1588,0.001689394
1589,0.005803085
1590,0.00441466
1591,0.002461062
1592,0.000500287
1593,0.001535798
1594,0.001147096
1595,0.003147401
1596,0.006691987
1597,0.001012838
1598,0.001854361
1599,0.000607281
1600,0.001187062
1601,0.005005081
1602,1
1603,0.000417442
1604,0.012355368
1605,0.002413799
1606,0.000314446
1607,0.001351494
1608,0.005436679
1609,0.004192218
1610,0.003987307
1611,0.004952901
1612,0.001886769
1613,0.002570835
1614,0.003706934
1615,0.002541732
1616,0.002849541
1617,0.002787657
1618,0.005166631
1619,0.003798731
1620,0.008865611
1621,0.003959325
1622,0.002041407
1623,0.003108716
1624,0.00143783
1625,0.00651131
1626,0.004386735
1627,0.001064555
1628,0.000216923
1629,0.001542387
1630,0.009210301
1631,0.001245927
1632,0.000883543
1633,0.001903357
1634,0.005303455
1635,0.001634596
1636,0.00322175
1637,0.002350786
1638,0.004919962
1639,0.000460456
1640,0.001410052
1641,0.001491982
1642,0.001687208
1643,0.002900017
1644,0.001941039
1645,0.001348374
1646,0.001259849
1647,0.005158062
1648,0.00111228
1649,0.003936553
1650,0.006246755
1651,0.003861578
1652,0.001012187
1653,0.000700511
1654,0.002936344
1655,0.003544034
1656,0.004100854
1657,0.002097786
1658,0.002069145
1659,0.002040836
1660,0.0051646
1661,0.003223944
1662,0.000437072
1663,0.005206254
1664,0.001535768
1665,0.001536817
1666,0.002086317
