Id,Probability
368,0.119184641
369,0.034146038
370,0.50656405
371,0.015789818
372,0.048162278
373,0.019311994
374,0.015869593
375,0.015505524
376,0.014753006
377,0.025182283
378,0.015505524
379,0.019749607
380,0.019141969
381,0.011834286
382,0.023791138
383,0.100207208
384,0.012634874
385,0.015505524
386,0.011834286
387,0.011834286
388,0.015505524
389,0.0542454
390,0.025182283
391,0.011834286
392,0.011834286
393,0.030925399
394,0.142564939
395,0.017677963
396,0.011834286
397,0.345281941
398,0.190112577
399,0.018661134
400,0.0324448
401,0.013430426
402,0.01300869
403,0.018243582
404,0.011963232
405,0.767621303
406,0.614464416
407,0.02228256
408,0.052101227
409,0.019141969
410,0.026206329
411,0.03754324
412,0.072095097
413,0.112278757
414,0.011834286
415,0.011834286
416,0.329363394
417,0.142575382
418,0.051335807
419,0.015578802
420,0.014753006
421,0.094052947
422,0.019132766
423,0.04629028
424,0.015789818
425,0.01300869
426,0.018269655
427,0.056171448
428,0.023791138
429,0.105943995
430,0.014753006
431,0.136092779
432,0.011963232
433,0.013430426
434,0.013247238
435,0.03413944
436,0.03875921
437,0.080274296
438,0.112278757
439,0.011834286
440,0.034751038
441,0.01995796
442,0.036918774
443,0.082465471
444,0.011834286
445,0.019430347
446,0.106636365
447,0.01300869
448,0.096183759
449,0.080585985
450,0.011834286
451,0.056405203
452,0.012839029
453,0.093533973
454,0.012144799
455,0.062755107
456,0.023119614
457,0.095939439
458,0.015673837
459,0.125973074
460,0.018788168
461,0.018568876
462,0.084985261
463,0.01720853
464,0.12805796
465,0.052589187
466,0.011834286
467,0.014502958
468,0.01563322
469,0.018269655
470,0.139185918
471,0.017840707
472,0.014407366
473,0.249962649
474,0.055856948
475,0.016431037
476,0.025182283
477,0.015673837
478,0.02512891
479,0.019655347
480,0.031788127
481,0.106469755
482,0.015789818
483,0.131208005
484,0.060730937
485,0.012543458
486,0.09837354
487,0.114952655
488,0.090910619
489,0.171037511
490,0.145665221
491,0.011834286
492,0.021635551
493,0.379306906
494,0.012634874
495,0.034176476
496,0.019311994
497,0.024413252
498,0.013586221
499,0.043007988
500,0.015673837
501,0.0164389
502,0.014502958
503,0.04683016
504,0.013775578
505,0.011834286
506,0.173649108
507,0.066436437
508,0.014753006
509,0.01249878
510,0.017788502
511,0.015505524
512,0.077548774
513,0.094056413
514,0.034776001
515,0.026467769
516,0.093385054
517,0.012868545
518,0.022849936
519,0.014502958
520,0.018269655
521,0.011834286
522,0.019132766
523,0.133586417
524,0.012543458
525,0.078018466
526,0.163948186
527,0.11952638
528,0.011834286
529,0.279421887
530,0.019311994
531,0.015505524
532,0.01300869
533,0.014975542
534,0.011963232
535,0.015505524
536,0.011963232
537,0.014502958
538,0.072451866
539,0.03709331
540,0.015505524
541,0.018269655
542,0.031788127
543,0.091616418
544,0.112278757
545,0.015163551
546,0.011834286
547,0.04212362
548,0.014025119
549,0.01300869
550,0.142600995
551,0.163571046
552,0.055503944
553,0.015505524
554,0.01249878
555,0.031764681
556,0.019311994
557,0.020045979
558,0.021111441
559,0.094056413
560,0.032778388
561,0.012052092
562,0.015789818
563,0.065278
564,0.116429272
565,0.233480034
566,0.014025119
567,0.016829497
568,0.041423616
569,0.370810671
570,0.079431887
571,0.035569266
572,0.024022908
573,0.019141969
574,0.020691095
575,0.084025071
576,0.012543458
577,0.096183759
578,0.014025119
579,0.068188332
580,0.014237529
581,0.011179395
582,0.01249878
583,0.01249878
584,0.030380732
585,0.049820951
586,0.01249878
587,0.01995796
588,0.108493627
589,0.015163551
590,0.011834286
591,0.096183759
592,0.014753006
593,0.025160678
594,0.019749607
595,0.112278757
596,0.031764681
597,0.020958135
598,0.059392602
599,0.018788168
600,0.011834286
601,0.017500906
602,0.020903819
603,0.018394636
604,0.012816126
605,0.112278757
606,0.013430426
607,0.016011954
608,0.05152137
609,0.150400726
610,0.025876611
611,0.070219725
612,0.012543458
613,0.012254124
614,0.036293456
615,0.026955957
616,0.01645304
617,0.025182283
618,0.01300869
619,0.025182283
620,0.017273785
621,0.012543458
622,0.051672998
623,0.031788127
624,0.109385757
625,0.112278757
626,0.44774772
627,0.142575382
628,0.014753006
629,0.012543458
630,0.115518885
631,0.015785137
632,0.024052735
633,0.012254124
634,0.043661178
635,0.016582532
636,0.012543458
637,0.017136494
638,0.036918774
639,0.031772453
640,0.011834286
641,0.016829497
642,0.359719581
643,0.04629028
644,0.490552866
645,0.099604797
646,0.390337574
647,0.014502958
648,0.112278757
649,0.019655347
650,0.040326159
651,0.353728968
652,0.015869593
653,0.051335807
654,0.529340587
655,0.01249878
656,0.04499717
657,0.019655347
658,0.019311994
659,0.133792996
660,0.129147889
661,0.041750781
662,0.202917194
663,0.112827631
664,0.043007988
665,0.439923131
666,0.011834286
667,0.018269655
668,0.223874997
669,0.228657458
670,0.080274296
671,0.012543458
672,0.177158009
673,0.068188332
674,0.012254124
675,0.643059
676,0.102928926
677,0.047349239
678,0.053977738
679,0.040345069
680,0.159038786
681,0.046910498
682,0.014975542
683,0.097082439
684,0.02228256
685,0.029889076
686,0.014502958
687,0.014502958
688,0.01779116
689,0.112278757
690,0.038506836
691,0.019749607
692,0.316468382
693,0.051162846
694,0.013247238
695,0.087494667
696,0.019141969
697,0.01300869
698,0.040301628
699,0.098845226
700,0.024052735
701,0.011834286
702,0.178537523
703,0.107670597
704,0.487420768
705,0.018372647
706,0.019421008
707,0.037005117
708,0.031306747
709,0.018788168
710,0.012543458
711,0.055206953
712,0.168823755
713,0.01563322
714,0.019655347
715,0.02512891
716,0.086244846
717,0.011834286
718,0.049106427
719,0.049602555
720,0.012052092
721,0.011963232
722,0.018269655
723,0.086072653
724,0.012634874
725,0.095939439
726,0.019132766
727,0.014753006
728,0.036862387
729,0.112278757
730,0.607791933
731,0.016431037
732,0.080902777
733,0.018877304
734,0.018269655
735,0.018269655
736,0.044750364
737,0.015163551
738,0.019132766
739,0.015505524
740,0.011834286
741,0.013586221
742,0.014025119
743,0.067193985
744,0.035117345
745,0.024886806
746,0.058155254
747,0.016829497
748,0.036862156
749,0.037866479
750,0.087759084
751,0.126389153
752,0.013586221
753,0.021529479
754,0.012543458
755,0.017158907
756,0.015505524
757,0.060730937
758,0.0293218
759,0.01249878
760,0.014502958
761,0.019141969
762,0.04629028
763,0.074086994
764,0.011834286
765,0.02480712
766,0.095939439
767,0.011834286
768,0.114084581
769,0.034776001
770,0.096183759
771,0.013775578
772,0.101690248
773,0.035117345
774,0.011963232
775,0.059557431
776,0.014286821
777,0.061835449
778,0.011834286
779,0.020458565
780,0.390337574
781,0.011834286
782,0.026135237
783,0.018460469
784,0.047164267
785,0.020124887
786,0.112278757
787,0.017077743
788,0.025182283
789,0.017077743
790,0.038900575
791,0.024022908
792,0.317641443
793,0.012839029
794,0.025182283
795,0.112278757
796,0.015682659
797,0.114952655
798,0.026467769
799,0.053433536
800,0.030380732
801,0.031764681
802,0.015789818
803,0.068188332
804,0.016011954
805,0.351369698
806,0.032778388
807,0.014502958
808,0.114952655
809,0.041750781
810,0.023791138
811,0.067386439
812,0.01300869
813,0.026286571
814,0.014502958
815,0.067270961
816,0.043661178
817,0.014347658
818,0.02512891
819,0.015789818
820,0.084676757
821,0.015835324
822,0.053977738
823,0.019311994
824,0.012543458
825,0.014502958
826,0.041750781
827,0.100056134
828,0.032778388
829,0.014753006
830,0.017641225
831,0.165637806
832,0.023419406
833,0.050350633
834,0.015578802
835,0.073001632
836,0.026286571
837,0.094056413
838,0.015789818
839,0.127030523
840,0.485801186
841,0.190112577
842,0.052101227
843,0.231804626
844,0.064471497
845,0.555624402
846,0.307850618
847,0.015578802
848,0.019421008
849,0.350936872
850,0.01300869
851,0.112278757
852,0.01300869
853,0.147871058
854,0.01300869
855,0.011834286
856,0.042656992
857,0.025182283
858,0.040584281
859,0.014222621
860,0.034968856
861,0.372151991
862,0.012634874
863,0.011834286
864,0.016011954
865,0.022035297
866,0.01588007
867,0.011834286
868,0.105943995
869,0.013702434
870,0.011834286
871,0.02416228
872,0.011834286
873,0.011834286
874,0.015578802
875,0.018269655
876,0.044820532
877,0.018023851
878,0.025899124
879,0.01373821
880,0.024410371
881,0.015835324
882,0.095939439
883,0.012816126
884,0.101484047
885,0.015789818
886,0.013430426
887,0.014502958
888,0.309186493
889,0.047349239
890,0.044750364
891,0.012868545
892,0.011834286
893,0.62195402
894,0.55325103
895,0.032778388
896,0.025182283
897,0.015505524
898,0.011834286
899,0.014502958
900,0.011834286
901,0.040301628
902,0.046969474
903,0.014502958
904,0.011834286
905,0.011834286
906,0.014516637
907,0.03709331
908,0.065451744
909,0.043639914
910,0.041750781
911,0.03413944
912,0.043415087
913,0.01300869
914,0.018704483
915,0.069673824
916,0.015789818
917,0.0232101
918,0.018788168
919,0.043672882
920,0.046142541
921,0.070593059
922,0.179470058
923,0.068188332
924,0.011834286
925,0.012816126
926,0.018843999
927,0.080546171
928,0.030380732
929,0.072991947
930,0.084985261
931,0.496281647
932,0.017077743
933,0.01819495
934,0.011834286
935,0.012826502
936,0.012543458
937,0.024130771
938,0.015682659
939,0.042903355
940,0.012543458
941,0.112278757
942,0.012543458
943,0.023791138
944,0.112278757
945,0.013430426
946,0.015163551
947,0.060155355
948,0.018568876
949,0.015505524
950,0.018877304
951,0.015789818
952,0.068188332
953,0.096183759
954,0.017674884
955,0.121071589
956,0.018269655
957,0.013586221
958,0.049106427
959,0.02512891
960,0.019141969
961,0.018269655
962,0.019132766
963,0.011834286
964,0.014502958
965,0.021635551
966,0.034146038
967,0.023689859
968,0.106013341
969,0.264874901
970,0.317071053
971,0.0155033
972,0.315485008
973,0.01995796
974,0.071165474
975,0.01249878
976,0.019655347
977,0.112278757
978,0.077548774
979,0.058654515
980,0.469612314
981,0.016829497
982,0.014502958
983,0.018568876
984,0.014025119
985,0.038402358
986,0.102007972
987,0.012868545
988,0.013430426
989,0.02228256
990,0.017077743
991,0.032720068
992,0.012254124
993,0.014049106
994,0.035569266
995,0.014753006
996,0.074548942
997,0.014753006
998,0.02512891
999,0.023299388
1000,0.019655347
1001,0.012543458
1002,0.094013017
1003,0.020903819
1004,0.024413252
1005,0.098845226
1006,0.012816126
1007,0.01583859
1008,0.014753006
1009,0.015673837
1010,0.011834286
1011,0.011834286
1012,0.01588007
1013,0.019749607
1014,0.096183759
1015,0.032613135
1016,0.159759697
1017,0.015835324
1018,0.353728968
1019,0.034126099
1020,0.012543458
1021,0.024052735
1022,0.094405296
1023,0.019846852
1024,0.078018466
1025,0.014502958
1026,0.014025119
1027,0.025558054
1028,0.013247238
1029,0.012543458
1030,0.012933081
1031,0.01529985
1032,0.038728981
1033,0.012868545
1034,0.075818917
1035,0.01300869
1036,0.012839029
1037,0.018877304
1038,0.012052092
1039,0.025182283
1040,0.01300869
1041,0.198211629
1042,0.177169818
1043,0.014753006
1044,0.062023152
1045,0.014975542
1046,0.012543458
1047,0.012816126
1048,0.044270171
1049,0.011963232
1050,0.013430426
1051,0.031788127
1052,0.068188332
1053,0.128745475
1054,0.012543458
1055,0.101690248
1056,0.017840707
1057,0.014025119
1058,0.016581324
1059,0.112278757
1060,0.050350633
1061,0.014753006
1062,0.109385757
1063,0.013430426
1064,0.02356942
1065,0.168823755
1066,0.095939439
1067,0.044750364
1068,0.014753006
1069,0.016507461
1070,0.015163551
1071,0.013247238
1072,0.098845226
1073,0.297359226
1074,0.025182283
1075,0.03754324
1076,0.09727005
1077,0.068188332
1078,0.012543458
1079,0.062755834
1080,0.058654515
1081,0.095939439
1082,0.031788127
1083,0.032720068
1084,0.033449018
1085,0.035117345
1086,0.019311994
1087,0.04629028
1088,0.127524922
1089,0.315485008
1090,0.019655347
1091,0.01249878
1092,0.012144799
1093,0.077548774
1094,0.011834286
1095,0.287782386
1096,0.11563398
1097,0.094056413
1098,0.246093895
1099,0.079122279
1100,0.163948186
1101,0.019618427
1102,0.012144799
1103,0.024789404
1104,0.01703797
1105,0.034146038
1106,0.09727005
1107,0.015789818
1108,0.172467639
1109,0.079122279
1110,0.025182283
1111,0.019421008
1112,0.014347658
1113,0.019137317
1114,0.037866479
1115,0.019141969
1116,0.019132766
1117,0.059348269
1118,0.400047264
1119,0.015910813
1120,0.020072571
1121,0.040787429
1122,0.011834286
1123,0.016431037
1124,0.098845226
1125,0.036293456
1126,0.114952655
1127,0.025182283
1128,0.309186493
1129,0.022035297
1130,0.030380732
1131,0.015682659
1132,0.487420768
1133,0.015682659
1134,0.135707618
1135,0.109172393
1136,0.090910619
1137,0.013247238
1138,0.012543458
1139,0.032778388
1140,0.013586221
1141,0.015789818
1142,0.011963232
1143,0.084676757
1144,0.207384005
1145,0.051082288
1146,0.029186633
1147,0.093385054
1148,0.044270171
1149,0.047629506
1150,0.019655347
1151,0.02509786
1152,0.17559472
1153,0.014025119
1154,0.018394636
1155,0.221689038
1156,0.016431037
1157,0.367381261
1158,0.423425394
1159,0.064805204
1160,0.01249878
1161,0.112278757
1162,0.062725879
1163,0.055206953
1164,0.094013017
1165,0.011834286
1166,0.022444433
1167,0.487420768
1168,0.012254124
1169,0.015789818
1170,0.025182283
1171,0.546456886
1172,0.019749607
1173,0.020254563
1174,0.01720853
1175,0.040509758
1176,0.563444582
1177,0.487420768
1178,0.353728968
1179,0.03613693
1180,0.096183759
1181,0.377378831
1182,0.046969474
1183,0.055892725
1184,0.094056413
1185,0.035569266
1186,0.061955486
1187,0.121071589
1188,0.670360311
1189,0.108493627
1190,0.011834286
1191,0.127163077
1192,0.012254124
1193,0.589457348
1194,0.063967382
1195,0.180033748
1196,0.011834286
1197,0.012543458
1198,0.016038207
1199,0.096310278
1200,0.117202329
1201,0.096183759
1202,0.015789818
1203,0.01300869
1204,0.012543458
1205,0.015578802
1206,0.0232101
1207,0.641720285
1208,0.019421008
1209,0.149486078
1210,0.012868545
1211,0.299657514
1212,0.252672612
1213,0.013586221
1214,0.015673837
1215,0.735918529
1216,0.019846852
1217,0.054826952
1218,0.01373821
1219,0.014753006
1220,0.031306747
1221,0.075818917
1222,0.035117345
1223,0.190659579
1224,0.025182283
1225,0.125838131
1226,0.017070234
1227,0.019655347
1228,0.100870982
1229,0.552360588
1230,0.779693289
1231,0.023912598
1232,0.046969474
1233,0.018604153
1234,0.848958012
1235,0.729892572
1236,0.011834286
1237,0.098845226
1238,0.133991281
1239,0.083834462
1240,0.023119614
1241,0.012543458
1242,0.018568876
1243,0.014753006
1244,0.031788127
1245,0.062755834
1246,0.027818364
1247,0.031788127
1248,0.015785137
1249,0.112278757
1250,0.02228256
1251,0.214074266
1252,0.018269655
1253,0.015673837
1254,0.109172393
1255,0.043283995
1256,0.024920295
1257,0.03582323
1258,0.012868545
1259,0.011963232
1260,0.328696167
1261,0.014502958
1262,0.077548774
1263,0.136245985
1264,0.023119614
1265,0.011834286
1266,0.014753006
1267,0.176601385
1268,0.085646107
1269,0.061835449
1270,0.047464534
1271,0.013586221
1272,0.234928907
1273,0.215898039
1274,0.132460903
1275,0.01588007
1276,0.469459005
1277,0.032503334
1278,0.114952655
1279,0.022035297
1280,0.01703797
1281,0.112278757
1282,0.025182283
1283,0.023791138
1284,0.128501686
1285,0.019311994
1286,0.023630692
1287,0.035812195
1288,0.113436729
1289,0.026286571
1290,0.057982666
1291,0.025899124
1292,0.143007788
1293,0.021529479
1294,0.619484891
1295,0.101484047
1296,0.011834286
1297,0.096183759
1298,0.015505524
1299,0.011834286
1300,0.112278757
1301,0.040584281
1302,0.01999833
1303,0.017677963
1304,0.09269558
1305,0.011834286
1306,0.011834286
1307,0.098845226
1308,0.012543458
1309,0.017077743
1310,0.019311994
1311,0.011834286
1312,0.015835324
1313,0.115518885
1314,0.014771302
1315,0.141721803
1316,0.038809677
1317,0.379658555
1318,0.01703797
1319,0.014753006
1320,0.012816126
1321,0.015789818
1322,0.025182283
1323,0.061835449
1324,0.014025119
1325,0.086072653
1326,0.014502958
1327,0.049106427
1328,0.067193985
1329,0.05634059
1330,0.043661178
1331,0.015673837
1332,0.013247238
1333,0.050232844
1334,0.022903851
1335,0.141016769
1336,0.105996257
1337,0.015673837
1338,0.01249878
1339,0.026206329
1340,0.018269655
1341,0.019749607
1342,0.048162278
1343,0.011834286
1344,0.023912598
1345,0.015704379
1346,0.011834286
1347,0.120255232
1348,0.137274417
1349,0.102928926
1350,0.011963232
1351,0.047164267
1352,0.013834888
1353,0.014753006
1354,0.01995796
1355,0.039220131
1356,0.023791138
1357,0.069160313
1358,0.015505524
1359,0.015682659
1360,0.01300869
1361,0.341588618
1362,0.014025119
1363,0.018269655
1364,0.022128446
1365,0.099604797
1366,0.012254124
1367,0.019311994
1368,0.061835449
1369,0.137274417
1370,0.019749607
1371,0.092628945
1372,0.012543458
1373,0.02336517
1374,0.025182283
1375,0.088850965
1376,0.020967094
1377,0.209016045
1378,0.017677963
1379,0.029314156
1380,0.012543458
1381,0.038809677
1382,0.025899124
1383,0.086072653
1384,0.011963232
1385,0.023221596
1386,0.01249878
1387,0.046969474
1388,0.017677963
1389,0.101174184
1390,0.113607079
1391,0.023791138
1392,0.019846852
1393,0.040345069
1394,0.21044831
1395,0.057728652
1396,0.019311994
1397,0.011834286
1398,0.026206329
1399,0.014753006
1400,0.013775578
1401,0.016756827
1402,0.016829497
1403,0.019655347
1404,0.101484047
1405,0.01563322
1406,0.011834286
1407,0.01703797
1408,0.05152137
1409,0.026955957
1410,0.019655347
1411,0.014025119
1412,0.026206329
1413,0.02512891
1414,0.019132766
1415,0.013702434
1416,0.015910813
1417,0.012543458
1418,0.014771302
1419,0.753914593
1420,0.023791138
1421,0.096183759
1422,0.100658308
1423,0.01300869
1424,0.112278757
1425,0.019618427
1426,0.015505524
1427,0.019311994
1428,0.019655347
1429,0.040195072
1430,0.031788127
1431,0.111940868
1432,0.014753006
1433,0.019655347
1434,0.016829497
1435,0.016874542
1436,0.259329029
1437,0.022589209
1438,0.014753006
1439,0.01999833
1440,0.309186493
1441,0.01249878
1442,0.012144799
1443,0.017840707
1444,0.01999833
1445,0.014025119
1446,0.177158009
1447,0.142564939
1448,0.018269655
1449,0.022035297
1450,0.014025119
1451,0.059983455
1452,0.017077743
1453,0.014753006
1454,0.012816126
1455,0.046969474
1456,0.112278757
1457,0.030380732
1458,0.01249878
1459,0.012634874
1460,0.036447709
1461,0.019421008
1462,0.013247238
1463,0.096183759
1464,0.014025119
1465,0.014502958
1466,0.023791138
1467,0.058016159
1468,0.012543458
1469,0.023791138
1470,0.011834286
1471,0.019311994
1472,0.013775578
1473,0.015910813
1474,0.049106427
1475,0.199519524
1476,0.346214627
1477,0.049106427
1478,0.015578802
1479,0.052896561
1480,0.031306747
1481,0.014753006
1482,0.043639914
1483,0.015835324
1484,0.011834286
1485,0.210739947
1486,0.315812557
1487,0.063050895
1488,0.011834286
1489,0.112278757
1490,0.027568586
1491,0.02228256
1492,0.042205778
1493,0.02228256
1494,0.029889076
1495,0.108493627
1496,0.019655347
1497,0.011963232
1498,0.114952655
1499,0.015789818
1500,0.02512891
1501,0.166712712
1502,0.01563322
1503,0.157999008
1504,0.030747805
1505,0.012543458
1506,0.031306747
1507,0.055206953
1508,0.061835449
1509,0.024369582
1510,0.015910813
1511,0.013834888
1512,0.022589209
1513,0.023419406
1514,0.038915951
1515,0.02228256
1516,0.012816126
1517,0.102921038
1518,0.144346633
1519,0.025558054
1520,0.052101227
1521,0.026404964
1522,0.044898683
1523,0.036918774
1524,0.013247238
1525,0.049106427
1526,0.11563398
1527,0.102948271
1528,0.056493021
1529,0.096183759
1530,0.03413944
1531,0.018788168
1532,0.016431037
1533,0.312576623
1534,0.077548774
1535,0.014502958
1536,0.014753006
1537,0.374961384
1538,0.01563322
1539,0.011963232
1540,0.023630692
1541,0.240155658
1542,0.01563322
1543,0.035812195
1544,0.044270171
1545,0.022035297
1546,0.012144799
1547,0.139185918
1548,0.025182283
1549,0.068188332
1550,0.013430426
1551,0.014502958
1552,0.01563322
1553,0.114084581
1554,0.019655347
1555,0.496415935
1556,0.018269655
1557,0.011963232
1558,0.55782107
1559,0.101174184
1560,0.02512891
1561,0.022035297
1562,0.019311994
1563,0.090355405
1564,0.012839029
1565,0.016993778
1566,0.025293802
1567,0.017136494
1568,0.015789818
1569,0.032773265
1570,0.175744277
1571,0.012868545
1572,0.078327056
1573,0.049820951
1574,0.01300869
1575,0.018269655
1576,0.044300162
1577,0.011834286
1578,0.019397063
1579,0.011834286
1580,0.01300869
1581,0.011834286
1582,0.01300869
1583,0.011834286
1584,0.012816126
1585,0.018269655
1586,0.340700595
1587,0.112278757
1588,0.114952655
1589,0.014753006
1590,0.012543458
1591,0.043661178
1592,0.011834286
1593,0.014502958
1594,0.09727005
1595,0.18050432
1596,0.019655347
1597,0.019846852
1598,0.014286821
1599,0.041750781
1600,0.011834286
1601,0.014025119
1602,0.014502958
1603,0.129764499
1604,0.013430426
1605,0.015682659
1606,0.0491932
1607,0.040345069
1608,0.04282154
1609,0.023791138
1610,0.011834286
1611,0.035375183
1612,0.237588127
1613,0.060155355
1614,0.166101009
1615,0.016431037
1616,0.705063705
1617,0.558663574
1618,0.032259209
1619,0.159038786
1620,0.493465865
1621,0.347696125
1622,0.090355405
1623,0.366732408
1624,0.093219001
1625,0.01300869
1626,0.015673837
1627,0.03251813
1628,0.015505524
1629,0.015789818
1630,0.014502958
1631,0.019132766
1632,0.127524922
1633,0.222380766
1634,0.036447709
1635,0.016507461
1636,0.014753006
1637,0.023791138
1638,0.015505524
1639,0.014753006
1640,0.030506296
1641,0.011834286
1642,0.01300869
1643,0.019311994
1644,0.017588006
1645,0.012839029
1646,0.012543458
1647,0.487420768
1648,0.031772453
1649,0.019137317
1650,0.085206012
1651,0.38396871
1652,0.01300869
1653,0.019749607
1654,0.091616418
1655,0.017641225
1656,0.010052154
1657,0.01249878
1658,0.03498605
1659,0.041750781
1660,0.466307048
1661,0.019846852
1662,0.123011451
1663,0.018568876
1664,0.095939439
1665,0.029314156
